"","club.to","name","transfer.date","club.from","transfer.fee","positions","nationality","birth_place","appearances","total.goals","total.assists","substitutions_in","substitutions_out","yellowcards","secondyellow","redcards","penaltygoals","minutes.pr.goal","total.minutes.played","contract.left.month","birth.date","transferage","searchresults","league","Status"
"363","Real Sociedad","Willian José","2016/7/31","Maldonado",5.1,"
                                Attacker                            ","Brazil","Porto Calvo",34,10,1,11,11,7,0,0,0,209,2085,NA,"1991/11/23",24.6872005475702,41800,"La Liga","Middle Club"
"364","Real Sociedad","Juanmi","2016/7/1","Southampton",4.25,"
                                Attacker                            ","Spain","Coín",21,0,2,17,17,0,0,0,0,NA,586,NA,"1993/5/20",23.1156741957563,7890,"La Liga","Middle Club"
"365","Rennes","Ramy Bensebaini","2016/7/5","Paradou AC",1.7,"
                                Defender                            ","Algeria","Constantine",25,2,0,7,7,7,0,0,0,808,1615,NA,"1995/4/16",21.2210814510609,2650,"Ligue 1","Middle Club"
"366","Rennes","Afonso Figueiredo","2016/7/1","Boavista",0.23,"
                                Defender                            ","Portugal","Oeiras",26,1,1,1,1,5,0,0,0,2246,2246,NA,"1993/1/6",23.482546201232,1410,"Ligue 1","Middle Club"
"367","Rennes","Clément Chantôme","2016/7/1","G. Bordeaux",0,"
                                Midfield                            ","France","Sens",35,2,2,2,2,11,1,0,0,1430,2859,NA,"1987/9/11",28.8049281314168,75700,"Ligue 1","Middle Club"
"368","Rennes","Anthony Ribelin","2016/7/1","HSC Montpellier B",0,"
                                Midfield                            ","France","Nîmes",2,0,0,0,0,0,0,0,0,NA,142,NA,"1996/4/8",20.2299794661191,397,"Ligue 1","Middle Club"
"369","Saint-Étienne","Bryan Dabo","2016/7/1","Montpellier",3.4,"
                                Midfield                            ","France","Marseille",39,5,1,4,4,7,0,0,0,625,3124,23.9507186858316,"1992/2/18",24.3668720054757,2810,"Ligue 1","Middle Club"
"370","Saint-Étienne","Léo Lacroix","2016/8/31","FC Sion",2.55,"
                                Defender                            ","Switzerland","Lausanne",29,1,1,1,1,9,0,0,0,2451,2451,21.9466119096509,"1992/2/27",24.5092402464066,29000,"Ligue 1","Middle Club"
"371","Saint-Étienne","Cheikh M'Bengue","2016/7/20","Rennes",0,"
                                Defender                            ","Senegal","Toulouse",25,0,0,3,3,2,0,0,0,NA,2031,NA,"1988/7/23",27.9917864476386,3990,"Ligue 1","Middle Club"
"372","Sampdoria","Stanley Amuzie","2016/8/29","Olhanense",0,"
                                Defender                            ","Nigeria","Lagos",14,1,0,8,8,0,0,0,0,589,589,NA,"1996/2/28",20.5010266940452,1820,"Serie A","Middle Club"
"373","Sampdoria","Bambo Diaby","2016/8/31","Cornellà Jugend",0,"
                                    -                                ","Senegal","Mataró",1,0,0,1,1,0,0,0,0,NA,24,NA,"1997/12/17",18.7049965776865,6,"Serie A","Middle Club"
"374","Sampdoria","Dennis Praet","2016/8/24","RSC Anderlecht",8.5,"
                                Midfield                            ","Belgium","Leuven",46,6,9,1,1,7,1,0,0,654,3922,10.1848049281314,"1994/5/14",22.280629705681,10900,"Serie A","Middle Club"
"375","Sampdoria","Jacopo Sala","2016/7/1","Hellas Verona",4.25,"
                                Defender                            ","Italy","Alzano Lombardo",24,0,0,3,3,9,0,0,0,NA,1770,11.958932238193,"1991/12/5",24.5722108145106,3400,"Serie A","Middle Club"
"376","Sampdoria","Leonardo Capezzi","2016/8/29","Crotone",0.85,"
                                Midfield                            ","Italy","Figline Valdarno",32,2,2,5,5,8,1,0,0,1238,2476,NA,"1995/3/29",21.4209445585216,18300,"Serie A","Middle Club"
"377","Sampdoria","Antonio Palumbo","2016/8/30","Ternana",0.595,"
                                Midfield                            ","Italy","Napoli",16,3,2,6,6,7,0,0,0,290,870,21.9794661190965,"1996/8/6",20.0657084188912,118,"Serie A","Middle Club"
"378","Sampdoria","Karol Linetty","2016/7/29","Lech Poznan",2.72,"
                                Midfield                            ","Poland","Znin",41,5,9,4,4,10,1,0,0,634,3169,23.0308008213552,"1995/2/2",21.4866529774127,5170,"Serie A","Middle Club"
"379","Sampdoria","Fabio Quagliarella","2016/7/1","Torino",2.3,"
                                Attacker                            ","Italy","Castellammare di ...",34,8,3,4,4,1,0,0,1,337,2693,11.958932238193,"1983/1/31",33.4154688569473,17000,"Serie A","Middle Club"
"380","Sampdoria","Daniel Pavlovic","2016/7/19","Grasshoppers",0,"
                                Defender                            ","Switzerland","Rorschach",22,0,6,0,0,6,0,0,0,NA,1933,23.3593429158111,"1988/4/22",28.2409308692676,1420,"Serie A","Middle Club"
"381","Sampdoria","Luca Cigarini","2016/7/20","Atalanta",2.98,"
                                Midfield                            ","Italy","Montecchio Emilia",26,2,2,4,4,10,0,0,1,951,1902,23.3264887063655,"1986/6/20",30.0835044490075,19400,"Serie A","Middle Club"
"382","Sampdoria","Patrik Schick","2016/7/13","Sparta Praha",3.4,"
                                Attacker                            ","Czech Republic","Praha",27,7,1,5,5,2,0,0,0,275,1925,11.564681724846,"1996/1/24",20.4681724845996,690,"Serie A","Middle Club"
"383","Sampdoria","Ante Budimir","2016/7/5","Crotone",1.53,"
                                Attacker                            ","Croatia","Zenica",41,17,4,5,5,6,0,0,3,195,3322,35.8110882956879,"1991/7/22",24.9555099247091,3650,"Serie A","Middle Club"
"384","Sassuolo","Gianmarco Ferrari","2016/8/30","Crotone",3.4,"
                                Defender                            ","Italy","Parma",44,1,2,0,0,9,0,0,0,3967,3967,21.9794661190965,"1992/5/15",24.2929500342231,21400,"Serie A","Middle Club"
"385","Sassuolo","Antonino Ragusa","2016/8/26","AC Cesena",1.96,"
                                Attacker                            ","Italy","Messina",41,9,8,7,7,10,0,1,0,338,3041,22.1108829568789,"1990/3/27",26.4175222450376,962,"Serie A","Middle Club"
"386","Sassuolo","Alfred Duncan","2016/7/1","Sampdoria",5.1,"
                                Midfield                            ","Ghana","Accra",35,1,4,6,6,5,0,0,0,2631,2631,35.9425051334702,"1993/3/10",23.3100616016427,10500,"Serie A","Middle Club"
"387","Sassuolo","Timo Letschert","2016/8/3","FC Utrecht",2.98,"
                                Defender                            ","Netherlands","Purmerend",40,3,2,0,0,4,0,0,0,1122,3366,22.8665297741273,"1993/5/25",23.192334017796,680,"Serie A","Middle Club"
"388","Sassuolo","Matteo Politano","2016/7/1","AS Roma",2.98,"
                                Attacker                            ","Italy","Roma",29,5,2,18,18,3,0,0,0,220,1100,35.9425051334702,"1993/8/3",22.9103353867214,3140,"Serie A","Middle Club"
"389","Sassuolo","Pietro Iemmello","2016/8/31","Spezia Calcio",1.96,"
                                Attacker                            ","Italy","Catanzaro",42,37,6,3,3,8,0,0,5,95,3518,21.9466119096509,"1992/3/6",24.4873374401095,557,"Serie A","Middle Club"
"390","Sassuolo","Alessandro Matri","2016/8/16","AC Milan",0,"
                                Attacker                            ","Italy","Sant`Angelo ...",31,7,3,16,16,3,0,1,0,215,1504,10.4476386036961,"1984/8/19",31.9917864476386,18300,"Serie A","Middle Club"
"391","SC Bastia","Jerson Cabral","2016/7/12","FC Twente",0,"
                                Attacker                            ","Cape Verde","Rotterdam",28,8,5,3,3,2,0,0,0,285,2279,NA,"1991/1/3",25.5222450376454,870,"Ligue 1","Middle Club"
"392","SC Bastia","Thievy Bifouma","2016/7/28","Espanyol",0,"
                                Attacker                            ","Congo","Saint Denis",22,4,1,12,12,2,0,0,0,288,1151,NA,"1992/5/13",24.208076659822,12400,"Ligue 1","Middle Club"
"393","SC Bastia","Farid Boulaya","2016/8/31","Clermont Foot",0.213,"
                                Midfield                            ","Algeria","Vitrolles",34,7,4,7,7,4,0,0,0,326,2280,9.95482546201232,"1993/2/25",23.5126625598905,917,"Ligue 1","Middle Club"
"394","SC Freiburg","Janik Haberer","2016/7/1","TSG Hoffenheim",1.7,"
                                Midfield                            ","Germany","Wangen im Allgäu",37,4,7,8,8,6,0,0,0,634,2536,23.9507186858316,"1994/4/2",22.2477754962355,1650,"Bundesliga","Promoted"
"395","SC Freiburg","Onur Bulut","2016/7/1","VfL Bochum",1.02,"
                                Attacker                            ","Turkey","Werdohl",35,4,6,3,3,5,0,0,0,702,2806,11.958932238193,"1994/4/16",22.2094455852156,1020,"Bundesliga","Promoted"
"396","SC Freiburg","Manuel Gulde","2016/7/1","Karlsruher SC",1.02,"
                                Defender                            ","Germany","Mannheim",28,2,0,0,0,5,0,1,0,1209,2417,11.958932238193,"1991/2/12",25.3826146475017,1230,"Bundesliga","Promoted"
"397","SC Freiburg","Jonas Meffert","2016/7/2","Bay. Leverkusen",1.02,"
                                Midfield                            ","Germany","Köln",25,1,4,2,2,3,0,0,0,2019,2019,NA,"1994/9/4",21.8261464750171,302,"Bundesliga","Promoted"
"398","SC Freiburg","Aleksandar Ignjovski","2016/7/1","E. Frankfurt",0.638,"
                                Defender                            ","Serbia","Pancevo",19,0,2,6,6,3,0,0,0,NA,1239,11.958932238193,"1991/1/27",25.4264202600958,28600,"Bundesliga","Promoted"
"399","SC Freiburg","Georg Niedermeier","2016/8/30","VfB Stuttgart",0,"
                                Defender                            ","Germany","München",20,4,1,2,2,6,0,0,0,411,1642,NA,"1986/2/26",30.507871321013,3920,"Bundesliga","Promoted"
"400","SC Freiburg","Caglar Söyüncü","2016/7/1","Altinordu",2.13,"
                                Defender                            ","Turkey","Izmir",30,2,0,0,0,11,0,0,0,1350,2700,35.9425051334702,"1996/5/23",20.1067761806982,1570,"Bundesliga","Promoted"
"401","SCO Angers","Karl Toko Ekambi","2016/7/1","FC Sochaux",0.85,"
                                Attacker                            ","Cameroon","Paris",42,12,1,6,6,0,0,0,2,273,3274,NA,"1992/9/14",23.7946611909651,761,"Ligue 1","Middle Club"
"402","SCO Angers","Yoane Wissa","2016/7/1","LB Châteauroux",0,"
                                Attacker                            ",NA,NA,1,0,0,0,0,0,0,0,0,NA,90,NA,"1996/9/3",19.8247775496235,168,"Ligue 1","Middle Club"
"403","SCO Angers","Famara Diédhiou","2016/7/2","Clermont Foot",1.36,"
                                Attacker                            ","Senegal","Saint-Louis",38,22,4,2,2,1,0,0,8,146,3205,11.9260780287474,"1992/12/15",23.5455167693361,519,"Ligue 1","Middle Club"
"404","SCO Angers","Pablo Martinez","2016/7/1","G. Ajaccio",0,"
                                Defender                            ","France","Martigues",30,0,1,2,2,4,0,0,0,NA,2386,NA,"1989/2/21",27.356605065024,2890,"Ligue 1","Middle Club"
"405","SCO Angers","Flavien Tait","2016/7/1","LB Châteauroux",0,"
                                Midfield                            ","France","Longjumeau",1,0,0,1,1,0,0,0,0,NA,14,NA,"1993/2/2",23.4086242299795,23100,"Ligue 1","Middle Club"
"406","SCO Angers","Mateo Pavlovic","2016/7/1","Werder Bremen",0,"
                                Defender                            ","Croatia","Mostar",4,0,1,0,0,3,0,0,0,NA,298,NA,"1990/6/9",26.0616016427105,529,"Ligue 1","Middle Club"
"407","SCO Angers","Baptiste Santamaría","2016/7/1","FC Tours",0.425,"
                                Midfield                            ","France","Bourges",37,6,2,7,7,4,0,0,0,436,2617,11.958932238193,"1995/3/9",21.3141683778234,158,"Ligue 1","Middle Club"
"408","SD Eibar","Florian Lejeune","2016/7/1","Manchester City",1.28,"
                                Defender                            ","France","Istres",41,3,2,0,0,16,1,1,0,1188,3564,35.9425051334702,"1991/5/20",25.1170431211499,551,"La Liga","Middle Club"
"409","SD Eibar","Jon Ander  Amelibia ","2016/7/1","Bilbao Athletic",0,"
                                    30.06.2017                                ",NA,NA,27,1,0,2,2,5,0,0,0,2225,2225,NA,"1994/1/13",22.4640657084189,51,"La Liga","Middle Club"
"410","SD Eibar","Bebé","2016/7/12","Benfica",1.28,"
                                Attacker                            ","Portugal","Lisboa",37,3,9,8,8,3,0,0,0,804,2412,23.5893223819302,"1990/7/12",26.0013689253936,214000,"La Liga","Middle Club"
"411","SD Eibar","Nano","2016/8/27","CD Tenerife",2.72,"
                                Attacker                            ","Spain","La Laguna",35,14,1,15,15,2,0,0,0,134,1873,22.0780287474333,"1995/2/5",21.5578370978782,119000,"La Liga","Middle Club"
"412","SD Eibar","Jordi Calavera","2016/7/1","Gimnàstic",0,"
                                Defender                            ","Spain","Valls",21,3,0,2,2,5,0,0,0,595,1784,NA,"1995/8/2",20.9144421629021,398,"La Liga","Middle Club"
"413","SD Eibar","Juanfran","2016/7/26","Villanovense",0,"
                                Defender                            ","Spain","Madrid",34,1,2,5,5,4,0,0,0,2591,2591,NA,"1988/9/11",27.8713210130048,39300,"La Liga","Middle Club"
"414","SD Eibar","Alejandro Gálvez","2016/8/3","Werder Bremen",1.28,"
                                Defender                            ","Spain","Granada",24,1,0,7,7,5,0,0,0,1481,1481,NA,"1989/6/6",27.1594798083504,2030,"La Liga","Middle Club"
"415","SD Eibar","Anaitz Arbilla","2016/8/30","Espanyol",0.595,"
                                Defender                            ","Spain","Pamplona",7,0,0,0,0,3,0,0,0,NA,630,NA,"1987/5/15",29.2950034223135,2210,"La Liga","Middle Club"
"416","SD Eibar","Pedro León","2016/7/5","Getafe CF",0,"
                                Attacker                            ","Spain","Mula",33,3,4,8,8,7,0,0,0,675,2026,NA,"1986/11/24",29.6125941136208,10500,"La Liga","Middle Club"
"417","SD Eibar","Pere Milla","2016/7/1","UD Logroñés",0,"
                                Attacker                            ","Spain","Lleida",42,18,0,2,2,7,0,0,0,185,3335,NA,"1992/9/23",23.7700205338809,676,"La Liga","Middle Club"
"418","SD Eibar","Rubén Peña","2016/7/1","CD Leganés",0,"
                                Attacker                            ","Spain","Ávila",34,9,4,14,14,4,0,0,0,222,1999,NA,"1991/7/18",24.9555099247091,355,"La Liga","Middle Club"
"419","SD Eibar","Juanfran","2016/7/26","Villanovense",0,"
                                Attacker                            ","Spain","Villanueva del Río ...",36,15,0,7,7,3,1,1,0,164,2458,NA,"1992/2/13",24.4490075290897,39300,"La Liga","Middle Club"
"420","SD Eibar","Roger Escoruela","2016/7/5","CF Gavà",0,"
                                    30.06.2017                                ","Spain","Barcelona",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1996/3/16",20.3039014373717,147,"La Liga","Middle Club"
"421","SD Eibar","Unai Elgezabal","2016/7/1","Barakaldo CF ",0,"
                                Defender                            ","Spain","Barakaldo",33,2,0,1,1,14,1,0,0,1338,2676,NA,"1993/4/25",23.1841204654346,474,"La Liga","Middle Club"
"422","Sevilla FC","Franco Vázquez","2016/7/16","US Palermo",12.75,"
                                Attacker                            ","Italy","Tanti",38,8,6,0,0,11,0,1,1,412,3298,NA,"1989/2/22",27.3949349760438,13000,"La Liga","Middle Club"
"423","Sevilla FC","Pablo Sarabia","2016/7/1","Getafe CF",0.85,"
                                Midfield                            ","Spain","Madrid",32,7,6,2,2,9,0,0,0,365,2553,35.9425051334702,"1992/5/11",24.1396303901437,8690,"La Liga","Middle Club"
"424","Sevilla FC","Ganso","2016/7/21","São Paulo",8.08,"
                                Midfield                            ","Brazil","Ananindeua",18,3,5,3,3,4,0,0,0,474,1422,13.9958932238193,"1989/10/12",26.7734428473648,35900,"La Liga","Middle Club"
"425","Sevilla FC","Joaquín Correa","2016/7/10","Sampdoria",11.05,"
                                Midfield                            ","Argentina","Juan Bautista ...",25,3,1,11,11,5,1,0,0,436,1308,35.64681724846,"1994/8/13",21.9082819986311,2350,"La Liga","Middle Club"
"426","Sevilla FC","Gabriel Mercado","2016/8/1","River Plate",1.87,"
                                Defender                            ","Argentina","Puerto Madryn",29,1,3,0,0,8,0,0,0,2513,2513,16.9856262833676,"1987/3/18",29.3744010951403,6700,"La Liga","Middle Club"
"427","Sevilla FC","Wissam Ben Yedder","2016/7/30","Toulouse",7.65,"
                                Attacker                            ","France","Sarcelles",41,23,5,2,2,2,0,0,2,146,3348,11.006160164271,"1990/8/12",25.9657768651608,7210,"La Liga","Middle Club"
"428","Sevilla FC","Hiroshi Kiyotake","2016/7/1","Hannover 96",5.53,"
                                Midfield                            ","Japan","Oita, Oita",22,5,6,2,2,0,0,0,2,356,1782,23.9507186858316,"1989/11/12",26.6338124572211,7600,"La Liga","Middle Club"
"429","SM Caen","Ronny Rodelin","2016/7/26","LOSC Lille",0.85,"
                                Attacker                            ","France","Saint-Denis",37,10,2,1,1,1,0,0,0,307,3068,11.1375770020534,"1989/11/18",26.6858316221766,1860,"Ligue 1","Middle Club"
"430","SM Caen","Ivan Santini","2016/8/3","Standard Liège",2.13,"
                                Attacker                            ","Croatia","Zadar",36,13,1,8,8,3,0,0,0,186,2423,34.8583162217659,"1989/5/21",27.2032854209446,2040,"Ligue 1","Middle Club"
"431","SM Caen","Steed Malbranque","2016/7/1","Olympique Lyon",0,"
                                Midfield                            ","France","Mouscron",15,0,1,9,9,1,0,0,0,NA,515,NA,"1980/1/6",36.4845995893224,25200,"Ligue 1","Middle Club"
"432","SM Caen","Mouhamadou Dabo","2016/7/1","Troyes",0,"
                                Defender                            ","France","Dakar",18,0,0,3,3,3,0,1,0,NA,1185,NA,"1986/11/28",29.5906913073238,16600,"Ligue 1","Middle Club"
"433","SM Caen","Ismaël Diomandé","2016/7/1","Saint-Étienne",0.638,"
                                Midfield                            ","Cote d'Ivoire","Abidjan",21,1,1,9,9,3,0,0,0,1091,1091,11.958932238193,"1992/8/28",23.8412046543463,1940,"Ligue 1","Middle Club"
"434","Southampton","Sofiane Boufal","2016/8/29","LOSC Lille",15.9,"
                                Midfield                            ","Morocco","Paris",35,12,4,3,3,10,1,1,2,227,2726,NA,"1993/9/17",22.9486652977413,16700,"Premier league","Middle Club"
"435","Southampton","Pierre-Emile Höjbjerg","2016/7/11","Bayern Munich ",12.75,"
                                Midfield                            ","Denmark","Kopenhagen",31,0,2,14,14,7,0,0,0,NA,1690,23.6221765913758,"1995/8/5",20.933607118412,9600,"Premier league","Middle Club"
"436","Southampton","Nathan Redmond","2016/7/1","Norwich",11.48,"
                                Attacker                            ","England","Birmingham",37,6,2,12,12,0,0,0,0,414,2482,NA,"1994/3/6",22.321697467488,20000,"Premier league","Middle Club"
"437","Southampton","Jérémy Pied","2016/8/1","OGC Nice",0,"
                                Midfield                            ","France","Grenoble",35,0,3,1,1,10,0,0,0,NA,3085,NA,"1989/2/23",27.4360027378508,86200,"Premier league","Middle Club"
"438","Sporting Gijón","Lillo Castellano","2016/7/5","SD Eibar",0,"
                                Defender                            ","Spain","Aspe",13,0,0,6,6,5,1,0,0,NA,717,NA,"1989/3/27",27.27446954141,276,"La Liga","Bottom Club"
"439","Sporting Gijón","Fernando Amorebieta","2016/7/22","Fulham FC",0.255,"
                                Defender                            ","Venezuela","Cantaura",30,0,1,2,2,8,1,0,0,NA,2490,11.2689938398357,"1985/3/29",31.315537303217,8200,"La Liga","Bottom Club"
"440","Sporting Gijón","Xavi Torres","2016/8/16","Real Betis",0,"
                                Midfield                            ","Spain","Xàbia",15,0,0,7,7,3,0,0,0,NA,823,10.4476386036961,"1986/11/21",29.7357973990418,6770,"La Liga","Bottom Club"
"441","Sporting Gijón","Jean-Sylvain Babin","2016/8/4","Granada CF",0,"
                                Defender                            ","Martinique","Corbeil-Essonnes",27,3,0,0,0,6,0,0,0,805,2416,22.8336755646817,"1986/10/14",29.8069815195072,1460,"La Liga","Bottom Club"
"442","Sporting Gijón","Moi Gómez","2016/7/5","Villarreal CF",0,"
                                Attacker                            ","Spain","Rojales",24,2,3,13,13,3,0,0,0,518,1035,23.8193018480493,"1994/6/23",22.0342231348392,3810,"La Liga","Bottom Club"
"443","Sporting Gijón","Víctor Rodríguez","2016/7/1","Elche CF",0,"
                                Midfield                            ","Spain","Sabadell",34,2,3,7,7,1,0,0,0,1199,2398,11.958932238193,"1989/7/23",26.9404517453799,61500,"La Liga","Bottom Club"
"444","Sporting Gijón","Borja Viguera","2016/8/30","Athletic Bilbao",0,"
                                Attacker                            ","Spain","Logroño",16,0,0,10,10,1,0,0,0,NA,621,9.98767967145791,"1987/3/26",29.4318959616701,2450,"La Liga","Bottom Club"
"445","Spurs","Vincent Janssen","2016/7/12","AZ Alkmaar",18.79,"
                                Attacker                            ","Netherlands","Heesch",49,32,7,2,2,3,0,0,5,124,3969,35.5811088295688,"1994/6/15",22.0752908966461,27600,"Premier league","Top Club"
"446","Spurs","Georges-Kevin N'Koudou","2016/8/31","Marseille",9.35,"
                                Attacker                            ","France","Versailles",41,10,5,8,8,1,0,0,0,301,3007,45.9630390143737,"1995/2/13",21.5468856947296,60900,"Premier league","Top Club"
"447","Spurs","Victor Wanyama","2016/7/1","Southampton",12.24,"
                                Midfield                            ","Kenya","Nairobi",35,1,1,1,1,4,2,1,0,2949,2949,NA,"1991/6/25",25.0184804928131,96000,"Premier league","Top Club"
"448","Spurs","Moussa Sissoko","2016/8/31","Newcastle",29.75,"
                                Midfield                            ","France","Le Blanc-Mesnil",39,1,8,0,0,3,0,0,0,3402,3402,NA,"1989/8/16",27.0417522245038,99900,"Premier league","Top Club"
"449","SSC Napoli","Emanuele Giaccherini","2016/7/16","Sunderland",1.28,"
                                Attacker                            ","Italy","Bibbiena",28,7,1,1,1,7,0,0,0,312,2185,11.4661190965092,"1985/5/5",31.1978097193703,17600,"Serie A","Top Club"
"450","SSC Napoli","Amadou Diawara","2016/8/26","Bologna",12.33,"
                                Midfield                            ","Guinea","Conakry",35,0,1,4,4,11,1,1,0,NA,2779,46.1273100616016,"1997/7/17",19.1101984941821,6690,"Serie A","Top Club"
"451","SSC Napoli","Lorenzo Tonelli","2016/7/1","FC Empoli",8.5,"
                                Defender                            ","Italy","Firenze",27,2,0,0,0,8,1,0,0,1190,2379,11.958932238193,"1990/1/17",26.4531143052704,1920,"Serie A","Top Club"
"452","SSC Napoli","Arkadiusz Milik","2016/8/1","AFC Ajax",27.2,"
                                Attacker                            ","Poland","Tychy",42,24,12,5,5,3,0,0,3,136,3273,34.9240246406571,"1994/2/28",22.4229979466119,33200,"Serie A","Top Club"
"453","SSC Napoli","Piotr Zielinski","2016/8/4","Udinese Calcio",11.9,"
                                Midfield                            ","Poland","Zabkowice Slaskie",71,10,12,0,0,10,2,0,0,616,6162,22.8336755646817,"1994/5/20",22.2094455852156,13500,"Serie A","Top Club"
"454","Stoke City","Joe Allen","2016/7/25","Liverpool",13.18,"
                                Midfield                            ","Wales","Carmarthen",37,3,3,18,18,3,0,0,0,583,1748,NA,"1990/3/14",26.3655030800821,81600,"Premier league","Middle Club"
"455","Stoke City","Ryan Sweeney","2016/8/5","AFC Wimbledon",0.25,"
                                    30.06.2019                                ","Ireland","London",10,1,1,0,0,2,0,1,0,889,889,NA,"1997/4/15",19.3073237508556,1850,"Premier league","Middle Club"
"456","Stoke City","Ramadan Sobhi","2016/7/25","Ahly",4.25,"
                                Attacker                            ","Egypt","Kairo",34,6,12,7,7,3,0,1,1,416,2495,47.1786447638604,"1997/6/27",19.0773442847365,8770,"Premier league","Middle Club"
"457","Sunderland","Steven Pienaar","2016/8/19","Everton",0,"
                                Attacker                            ","South Africa","Johannesburg, ...",6,0,0,4,4,0,0,0,0,NA,257,NA,"1982/3/17",34.425735797399,40100,"Premier league","Bottom Club"
"458","Sunderland","Patrick McNair","2016/8/11","Manchester Utd.",4.46,"
                                Defender                            ","Northern Ireland","Ballyclare",17,1,1,5,5,2,0,0,0,1120,1120,10.611909650924,"1995/4/27",21.2922655715264,2740,"Premier league","Bottom Club"
"459","Sunderland","Donald Love","2016/8/11","Man Utd U23",0.978,"
                                    30.06.2020                                ","Scotland","Rochdale",24,1,3,4,4,4,0,0,0,1810,1810,NA,"1994/12/2",21.6919917864476,11400,"Premier league","Bottom Club"
"460","Sunderland","Papy Djilobodji","2016/8/5","Chelsea",8.08,"
                                Defender                            ","Senegal","Kaolack",17,2,1,1,1,6,0,0,0,720,1440,34.7926078028747,"1988/12/1",27.6769336071184,14200,"Premier league","Bottom Club"
"461","Sunderland","Didier Ndong","2016/8/31","FC Lorient",17,"
                                Midfield                            ","Gabon","Lambaréné",40,2,1,0,0,14,0,0,0,1815,3629,33.9383983572895,"1994/6/17",22.2067077344285,112000,"Premier league","Bottom Club"
"462","SV Darmstadt 98","Änis Ben-Hatira","2016/8/22","E. Frankfurt",0,"
                                Attacker                            ","Tunisia","Berlin",14,3,2,3,3,2,0,0,0,303,909,NA,"1988/7/18",28.0958247775496,2100,"Bundesliga","Middle Club"
"463","SV Darmstadt 98","Victor Obinna","2016/8/5","MSV Duisburg",0,"
                                Attacker                            ","Nigeria","Jos",16,3,3,3,3,3,0,1,0,381,1144,NA,"1987/3/25",29.3661875427789,10600,"Bundesliga","Middle Club"
"464","SV Darmstadt 98","Roman Bezjak","2016/8/29","HNK Rijeka",1.7,"
                                Attacker                            ","Slovenia","Slovenj Gradec",39,17,5,4,4,7,0,1,0,183,3111,22.0123203285421,"1989/2/21",27.5181382614647,683,"Bundesliga","Middle Club"
"465","SV Darmstadt 98","Denys Oliynyk","2016/8/9","Vitesse",0,"
                                Attacker                            ","Ukraine","Zaporizhya",29,6,2,7,7,3,0,1,1,330,1982,NA,"1987/6/16",29.1498973305955,2530,"Bundesliga","Middle Club"
"466","SV Darmstadt 98","Artem Fedetsky","2016/7/27","Dnipro",0,"
                                Defender                            ","Ukraine","Novovolynsk, Lutsk ...",23,0,1,2,2,7,0,0,0,NA,1715,NA,"1985/4/26",31.2525667351129,981,"Bundesliga","Middle Club"
"467","SV Darmstadt 98","Immanuel Höhn","2016/7/1","SC Freiburg",0.638,"
                                Defender                            ","Germany","Mainz",28,3,2,1,1,3,0,0,0,819,2456,11.958932238193,"1991/12/23",24.5229295003422,25500,"Bundesliga","Middle Club"
"468","Swansea","Borja Bastón","2016/8/11","Atlético Madrid",15.3,"
                                Attacker                            ","Spain","Madrid",39,19,4,8,8,4,0,0,3,141,2685,10.611909650924,"1992/8/25",23.9616700889801,8350,"Premier league","Middle Club"
"469","Swansea","Mike van der Hoorn","2016/7/6","AFC Ajax",2.13,"
                                Defender                            ","Netherlands","Almere",22,2,2,2,2,2,1,0,0,866,1732,11.7946611909651,"1992/10/31",23.6796714579055,3150,"Premier league","Middle Club"
"470","Swansea","Leroy Fer","2016/7/5","QPR",4.76,"
                                Midfield                            ","Netherlands","Zoetermeer",30,2,4,7,7,4,0,1,0,1034,2067,11.8275154004107,"1990/1/5",26.4969199178645,34100,"Premier league","Middle Club"
"471","Swansea","Fernando Llorente","2016/8/5","Sevilla FC",5.02,"
                                Attacker                            ","Spain","Pamplona",38,7,5,19,19,5,0,0,0,238,1665,22.8008213552361,"1985/2/26",31.4387405886379,48800,"Premier league","Middle Club"
"472","Swansea","Alfie Mawson","2016/8/30","Barnsley FC",5.02,"
                                Defender                            ","England","London",58,7,0,0,0,3,0,0,0,753,5269,NA,"1994/1/19",22.611909650924,4220,"Premier league","Middle Club"
"473","Torino","Sasa Lukic","2016/7/29","Partizan",1.28,"
                                Midfield                            ","Serbia","Šabac",31,2,1,10,10,7,0,0,0,892,1784,NA,"1996/8/13",19.958932238193,7680,"Serie A","Middle Club"
"474","Torino","Luca Rossettini","2016/8/16","Bologna",1.7,"
                                Defender                            ","Italy","Padova",30,3,1,1,1,5,0,0,0,877,2631,22.4394250513347,"1985/5/9",31.2717316906229,11900,"Serie A","Middle Club"
"475","Torino","Arlind Ajeti","2016/7/7","Frosinone",0,"
                                Defender                            ","Albania","Basel",16,1,0,1,1,5,0,1,0,1219,1219,NA,"1993/9/25",22.7816563997262,2280,"Serie A","Middle Club"
"476","Torino","Lorenzo De Silvestri","2016/8/18","Sampdoria",3.06,"
                                Defender                            ","Italy","Roma",17,1,2,0,0,4,0,0,0,1397,1397,34.3655030800821,"1988/5/23",28.2381930184805,5180,"Serie A","Middle Club"
"477","Torino","Mirko Valdifiori","2016/8/31","SSC Napoli",2.98,"
                                Midfield                            ","Italy","Lugo",15,0,2,0,0,5,0,0,0,NA,1253,33.9383983572895,"1986/4/21",30.362765229295,1620,"Serie A","Middle Club"
